group,lbi01,lbi02,lbi03,lbi04,lbi05,lbi06,lbi07,lbi08,lbi09,lbi10,lbi11,lfy01,lfy02,lfy03,lfy04,lfy05,lfy06,lfy07,lfy08,lfy09,lfy10,lfy11,lfy12,lke01,lke02,lke03,lke04,lke05,lke06,lke07,lke08,lke09,lke10,lke11,lmay01A,lmaa02,lmaa03,lmaa04,lmaa05,lmaa06,lmaa07,lmaa08,lmaa09,lmaa10,lmaa11,lmaa12,lmaa13,lmaa14,lmaa15,lmaa16,lmaa17,lmaa18,lmaa19,lmaa20,lmay01B,lmab02,lmab03,lmab04,lmab05,lmab06,lmab07,lmab08,lmab09,lmab10,lmab11,lmab12,lmab13,lmab14,lmab15,Hylättyjä arvosanoja,Arvosanojen lukumäärä,Opintoviikkoja,Keskiarvo
22a,9,10,10,9,10,-,-,-,-,-,-,9,9,-,-,8,K,-,-,-,-,-,-,9,9,9,10,10,-,-,-,-,-,-,10,10,8,7,8,9,9,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,38.0,9.1
22a,9,10,10,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,8,8,8,7,9,9,-,9,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.0,28.0,8.75
22a,10,10,10,8,9,-,-,-,-,-,-,9,9,8,7,8,7,7,-,-,-,-,-,9,9,9,8,9,-,-,-,S¹,-,-,9,9,9,9,8,8,8,-,8,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31.0,50.0,8.58
22a,10,8,8,-,-,-,-,-,-,-,-,9,9,7,9,10,9,8,-,-,-,-,-,10,10,-,-,-,-,-,-,-,-,-,10,10,9,10,9,9,9,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.0,36.0,9.15
22a,10,9,9,9,9,-,-,-,-,-,-,9,9,8,10,10,10,9,-,-,-,-,-,10,10,-,-,-,-,-,-,-,-,-,10,10,9,10,10,10,10,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,40.0,9.55
22a,10,9,9,10,10,-,-,-,-,S¹,-,9,9,9,-,-,-,-,-,-,-,-,-,10,10,9,8,8,-,-,-,-,-,-,9,9,7,9,9,7,7,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,40.0,8.86
22a,10,10,10,10,9,-,-,-,-,-,-,9,9,K,-,-,-,-,-,-,-,-,-,10,10,-,-,-,-,-,-,-,-,-,9,9,8,9,9,9,9,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.0,30.0,9.24
22a,10,10,10,-,-,-,-,S¹,-,-,-,9,9,9,9,8,9,9,-,-,-,-,-,10,10,-,-,-,-,-,-,-,-,-,9,9,9,9,8,8,8,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,38.0,9.05
22a,10,10,10,-,-,-,-,S¹,-,S¹,-,9,9,8,9,9,9,9,-,-,-,-,-,10,10,-,-,-,-,-,-,-,-,-,8,8,8,8,9,9,9,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,40.0,8.95
22a,10,10,10,9,9,-,-,-,-,S¹,-,9,9,K,-,-,-,-,-,-,-,-,-,9,9,8,6,9,-,-,-,-,-,-,9,7,7,7,6,7,7,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,38.0,8.2
22a,10,9,9,10,9,-,-,-,-,-,-,9,9,10,-,-,-,-,-,-,-,-,-,10,10,9,10,10,-,-,-,-,-,-,9,9,7,-,9,8,8,9,9,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,39.0,9.14
22a,10,9,9,-,-,-,-,-,-,-,-,10,10,10,10,8,8,9,-,-,-,-,-,10,10,7,8,8,-,-,-,-,-,-,8,8,8,8,7,7,7,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.0,42.0,8.52
22a,10,9,9,-,-,-,-,-,-,-,-,10,10,10,10,10,10,10,-,-,-,-,-,10,10,10,10,10,-,-,-,-,-,-,10,10,10,10,10,10,10,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.0,42.0,9.91
22b,6,6,6,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,K,-,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,6,5,7,K,-,-,-,-,-,-,-,-,-,-,-,19.0,16.0,6.45
22b,6,6,6,-,-,-,-,-,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,5,7,4,-,-,-,-,-,-,-,-,-,-,1,16.0,18.0,6.33
22b,6,8,8,-,-,-,-,-,-,-,-,8,8,9,6,K,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,6,8,K,K,-,-,-,-,-,-,-,-,S¹,-,-,22.0,20.0,7.75
22b,7,7,7,-,-,-,-,-,-,-,-,8,8,7,8,6,8,7,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,8,8,8,8,9,7,7,-,9,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,38.0,7.71
22b,7,7,7,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,7,6,5,5,-,-,-,-,-,-,-,-,-,-,-,16.0,18.0,6.75
22b,7,7,7,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,7,8,8,-,-,-,-,-,-,-,-,-,-,-,15.0,16.0,7.27
22b,7,K,K,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,8,9,7,8,-,-,-,-,-,-,-,-,-,-,-,16.0,16.0,7.4
22b,7,7,7,-,-,-,-,-,-,-,-,8,8,7,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,S¹,-,-,-,9,7,6,7,7,8,8,-,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.0,29.0,7.6
22b,7,7,7,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,4,8,9,6,-,-,-,-,-,-,-,-,-,-,1,16.0,18.0,7.33
22b,7,8,8,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,8,6,7,6,4,K,K,-,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,19.0,20.0,7.17
22b,7,8,8,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,9,6,8,8,-,-,-,-,-,-,-,-,-,-,-,16.0,18.0,8.0
22b,8,8,8,7,6,-,-,-,-,K¹,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,9,8,8,K,6,-,-,7,8,-,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.0,24.0,7.67
22b,8,6,6,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,8,8,-,8,6,-,-,-,-,-,-,8,5,7,5,5,5,5,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.0,31.0,6.47
22b,8,6,6,-,-,-,-,-,-,-,-,9,9,10,8,6,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,8,8,8,8,8,8,8,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.0,32.0,7.89
22b,8,7,7,-,-,-,-,-,-,-,-,8,8,-,K,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,8,6,7,6,6,7,7,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.0,26.0,7.13
22b,8,7,7,-,-,-,-,-,-,-,-,8,8,-,6,6,8,-,-,-,-,-,-,8,8,-,-,-,-,-,S¹,-,-,-,9,8,8,8,7,8,8,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.0,34.0,7.67
22b,8,7,7,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,6,7,-,9,-,-,-,-,-,-,S¹,S¹,S¹,-,-,18.0,22.0,7.64
22b,8,8,8,-,-,-,-,-,-,-,-,9,9,9,9,10,9,9,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,10,10,10,10,9,9,9,-,10,-,10,-,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,40.0,9.19
22b,8,8,8,-,-,-,-,-,-,-,-,9,9,8,8,8,9,9,-,-,-,-,-,9,9,8,6,8,-,-,S¹,-,-,-,9,8,8,8,8,9,9,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.0,44.0,8.3
22b,8,8,8,-,-,-,-,-,-,-,-,9,9,8,7,7,9,9,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,9,8,9,9,10,10,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.0,36.0,8.6
22b,8,7,7,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,8,5,5,-,-,-,-,-,-,-,-,-,-,-,16.0,18.0,7.0
22b,8,7,7,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,6,6,9,6,-,-,-,-,S¹,S¹,-,-,-,-,-,18.0,21.0,7.5
22b,8,8,8,-,-,-,-,S¹,-,-,-,8,8,8,7,8,7,7,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,8,7,6,7,8,8,8,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,38.0,7.65
22b,8,9,9,-,-,-,-,-,-,-,-,10,10,9,9,9,8,9,-,-,-,-,-,10,10,-,-,-,-,-,-,-,-,-,9,8,9,8,8,8,8,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.0,36.0,8.85
22b,9,6,6,-,-,-,-,-,-,-,-,10,10,8,6,6,K,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,8,6,7,6,7,6,6,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.0,32.0,7.28
22b,9,7,7,-,-,-,-,-,-,-,-,9,9,7,7,-,-,-,-,-,-,-,-,9,9,8,-,-,-,-,-,-,-,-,9,8,8,8,7,9,9,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.0,32.0,8.17
22b,9,8,8,10,8,-,-,-,-,S¹,-,8,8,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,7,5,7,7,7,7,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.0,32.0,7.88
22b,9,9,9,10,9,-,-,-,-,-,-,9,9,9,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,9,9,9,8,9,9,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.0,32.0,9.06
22b,9,8,8,-,-,-,-,-,-,-,-,9,9,9,10,8,9,10,-,-,-,-,-,10,10,9,-,-,-,-,S¹,-,-,-,10,10,10,10,10,10,10,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,40.0,9.43
22b,9,10,10,-,-,-,-,-,-,-,-,9,9,8,10,10,10,10,-,-,-,-,-,10,10,9,8,-,-,-,S¹,-,-,-,10,9,9,9,10,10,10,-,8,-,-,10,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,46.0,9.43
22b,-,-,-,-,-,-,-,-,-,-,-,10,10,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,O,-,-,-,-,-,-,-,-,-,-,-,7.0,6.0,8.25
22c,6,8,8,-,8,-,-,-,-,-,-,7,7,6,9,6,-,9,-,-,-,-,-,8,8,K,-,K,-,-,-,-,K¹,-,6,5,5,5,5,O,4,-,5,-,-,-,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,28.0,35.0,6.58
22c,6,7,7,-,-,-,-,S¹,-,-,-,7,7,6,5,8,8,5,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,5,8,6,-,-,-,-,-,-,-,-,-,-,-,22.0,30.0,6.41
22c,6,8,8,-,-,-,-,S¹,-,-,-,7,7,5,K,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,4,6,5,4,-,-,-,-,-,-,-,-,-,-,2,19.0,22.0,6.08
22c,7,7,7,-,-,-,-,-,-,-,-,9,9,-,5,-,-,-,-,-,-,-,-,9,9,8,7,9,-,-,S¹,-,-,-,8,8,8,8,7,7,7,-,9,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,38.0,7.75
22c,7,6,6,6,7,-,-,-,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,7,5,6,5,4,4,5,-,6,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,22.0,32.0,5.89
22c,7,6,6,-,-,-,-,S¹,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,4,5,5,4,-,-,-,-,-,-,-,-,-,-,2,18.0,22.0,5.75
22c,7,8,8,7,7,-,-,-,-,-,-,7,7,-,5,6,7,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,5,5,5,5,6,6,6,-,7,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,38.0,6.38
22c,7,7,7,K,-,-,-,S¹,-,K¹,-,7,7,-,-,-,-,-,-,-,-,-,-,7,7,K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,K,4,-,-,-,-,-,-,-,-,-,-,-,-,1,18.0,14.0,6.44
22c,7,7,7,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,7,7,6,-,-,-,-,-,-,-,-,-,-,-,17.0,20.0,6.75
22c,7,8,8,6,8,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,5,6,8,7,-,-,-,-,-,-,-,-,-,-,-,18.0,22.0,7.29
22c,7,8,8,-,-,-,-,S¹,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,5,7,7,-,-,-,-,-,-,-,-,-,-,-,17.0,20.0,6.67
22c,7,8,8,-,-,-,-,-,-,-,-,8,8,7,8,9,9,5,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,8,8,8,9,8,8,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.0,36.0,8.05
22c,7,8,8,-,-,-,-,S¹,-,-,-,9,9,7,7,8,7,5,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,7,9,7,7,7,7,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,38.0,7.75
22c,8,6,6,6,-,-,-,-,-,-,-,7,7,6,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,K¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,5,6,6,6,-,-,-,-,-,-,-,-,-,-,-,19.0,22.0,6.36
22c,8,7,7,-,-,-,-,-,-,-,-,9,9,7,7,6,9,K,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,8,8,7,8,9,10,10,-,9,-,-,-,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,36.0,8.11
22c,8,8,8,7,8,-,-,K¹,-,-,-,9,9,9,9,7,8,6,-,-,-,-,-,8,8,K,-,-,-,-,-,-,-,-,8,8,7,8,6,7,7,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.0,40.0,7.73
22c,8,7,7,-,-,-,-,S¹,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,9,9,5,4,K,-,-,-,-,K¹,-,9,6,8,6,7,4,5,-,6,-,7,-,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,26.0,36.0,6.94
22c,8,7,7,-,-,-,-,-,-,-,-,7,7,6,7,5,-,-,-,-,-,-,-,9,9,8,6,-,-,-,-,-,-,-,8,6,7,6,6,7,7,-,7,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,38.0,7.05
22c,8,8,8,-,-,-,-,-,-,-,-,9,9,7,8,7,6,7,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,7,7,7,7,5,O,6,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.0,33.0,7.26
22c,8,8,8,-,-,-,-,S¹,-,-,-,9,9,7,7,8,7,6,-,-,-,-,-,8,8,7,5,8,-,-,-,-,-,-,9,7,8,7,8,7,7,-,8,-,8,-,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,48.0,7.58
22c,8,8,8,8,7,-,-,S¹,-,-,-,9,9,7,8,7,8,6,-,-,-,-,-,9,9,9,8,-,-,-,-,S¹,-,-,9,7,9,7,7,8,8,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,48.0,7.96
22c,8,9,9,9,7,-,-,-,-,-,-,9,9,7,8,8,8,6,-,-,-,-,-,9,9,9,9,8,-,-,-,-,-,-,9,9,9,9,9,9,9,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,46.0,8.56
22c,8,7,7,-,-,-,-,-,-,-,-,8,8,8,7,5,9,9,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,6,7,7,7,5,8,8,-,8,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,38.0,7.33
22c,8,9,9,-,-,-,-,S¹,-,-,-,9,9,9,7,9,9,8,9,-,-,-,-,9,9,8,8,8,-,-,-,-,-,-,9,8,8,8,9,8,8,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,46.0,8.46
22c,8,9,9,-,-,-,-,-,-,-,-,9,9,9,7,8,7,8,-,-,-,-,-,9,9,9,6,9,-,-,S¹,-,-,-,7,7,7,7,9,9,9,-,10,-,-,-,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,46.0,8.26
22c,9,9,9,7,-,-,-,-,-,-,-,9,9,8,7,8,8,9,-,-,-,-,-,9,9,-,-,-,-,-,-,S¹,-,-,8,8,8,8,6,8,8,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,40.0,8.14
22c,9,9,9,-,-,-,-,S¹,-,-,-,9,9,7,-,-,-,-,-,-,-,-,-,9,9,10,8,K,-,-,-,-,-,-,8,7,8,7,7,O,8,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.0,31.0,8.29
22c,9,10,10,9,9,-,-,-,-,-,-,10,10,10,10,9,10,8,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,10,10,10,10,10,9,9,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,40.0,9.45
22c,9,9,9,-,-,-,-,S¹,-,-,-,9,9,9,9,8,10,8,-,-,-,-,-,9,9,10,10,10,-,-,-,-,-,-,10,10,10,10,10,O,10,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.0,41.0,9.41
22c,10,10,10,-,-,-,-,-,-,-,-,7,7,9,10,10,10,9,-,-,-,-,-,10,10,10,9,9,-,-,-,-,-,-,9,10,10,10,10,10,10,-,10,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.0,44.0,9.54
22d,6,8,8,-,-,-,-,-,-,-,-,7,7,10,9,6,8,7,-,-,-,-,-,8,8,7,7,7,-,-,-,-,-,-,9,7,6,7,9,7,7,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.0,42.0,7.57
22d,7,6,6,6,6,-,-,-,-,-,-,7,7,6,-,6,6,5,-,-,-,-,-,8,8,5,6,5,-,-,-,-,-,-,5,5,6,5,5,6,6,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.0,45.0,6.0
22d,7,6,6,-,-,-,-,S¹,-,S¹,-,7,7,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,4,6,6,6,-,-,-,-,-,-,-,-,-,-,1,18.0,22.0,6.25
22d,7,8,8,7,8,-,-,-,-,-,-,9,9,7,10,8,9,9,-,-,-,-,-,10,10,8,7,8,-,-,-,-,-,-,8,8,7,8,8,10,10,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,47.0,8.4
22d,8,7,7,7,6,-,-,-,-,K¹,-,7,7,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,K¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,5,6,-,-,-,4,4,-,-,-,S¹,S¹,-,-,2,22.0,26.0,6.29
22d,8,7,7,-,-,-,-,-,-,-,-,8,8,5,6,6,-,-,-,-,-,-,-,8,8,8,6,6,-,-,S¹,-,K¹,-,8,7,8,7,7,6,6,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.0,40.0,7.05
22d,8,7,7,-,-,-,-,-,-,-,-,7,7,7,-,6,5,-,-,-,-,-,-,9,9,8,5,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,9,6,8,7,-,-,-,-,-,-,-,-,-,-,-,22.0,30.0,7.06
22d,8,9,9,7,7,-,-,S¹,-,S¹,-,7,7,10,5,6,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,6,7,10,9,-,-,-,-,-,-,S¹,S¹,-,-,-,25.0,37.0,7.53
22d,8,8,8,-,-,-,-,-,-,S¹,-,8,8,7,10,10,7,5,-,-,-,-,-,8,8,8,6,6,-,-,-,-,K¹,-,8,7,7,7,8,7,7,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,45.0,7.61
22d,8,7,7,9,8,-,-,-,-,-,-,9,9,10,10,9,10,10,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,9,8,9,10,9,9,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,40.0,8.91
22d,8,7,7,-,-,-,-,-,-,-,-,8,8,8,9,6,8,6,-,-,-,-,-,8,8,7,6,8,-,-,-,-,-,-,8,7,9,7,5,6,6,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.0,43.0,7.39
22d,8,7,7,9,-,-,S¹,-,-,-,-,7,7,K,K,6,6,K,-,-,-,-,-,8,8,8,-,-,6,S¹,K¹,-,-,-,7,5,6,5,4,K,K,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,30.0,35.0,6.56
